activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
A001,C001,Construction,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,1,2027-08-16,,3
A002,C002,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,1,2027-07-26,,1
A003,C003,Construction,SEC:BET:S14_H01:WB,SEC:BET:H01_H02:WB,3,2027-06-28,,3
A004,C004,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,5,2027-07-12,,1
A005,C005,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,5,2027-07-05,,3
A006,C006,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,5,2027-06-28,,2
A007,C002,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,3,2027-10-25,,2
A008,C004,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,3,2027-10-25,,3
A009,C007,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,3,2027-10-11,,1
A010,C006,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,6,2027-06-28,,3
A011,C008,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H01_H02:WB,6,2027-06-28,,1
A012,C009,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,6,2027-06-14,,3
A013,C004,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,3,2027-08-16,,2
A014,C010,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H01_H02:WB,3,2027-08-09,A012,1
A015,C011,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,4,2027-06-28,,1
A016,C012,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,1,2027-12-06,,2
A017,C013,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,1,2027-11-22,,1
A018,C006,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,5,2027-06-14,,2
A019,C014,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H01_H02:WB,5,2027-06-14,,2
A020,C015,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H01_H02:WB,1,2027-07-05,A015,2
A021,C001,Construction,SEC:BET:H01_H02:EB,SEC:BET:H02_S15:EB,5,2027-11-01,A014,3
A022,C006,Renewal,SEC:BET:S14_H01:EB,SEC:BET:H01_H02:EB,5,2027-11-01,,3
A023,C006,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,5,2027-10-11,,1
A024,C016,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,2,2027-09-06,,2
A025,C007,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,2,2027-08-30,,2
A026,C010,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,2,2027-09-13,,1
A027,C015,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,3,2027-09-27,,3
A028,C012,Renewal,SEC:BET:S14_H01:EB,SEC:BET:H02_S15:EB,1,2027-09-20,,3
A029,C009,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,2,2027-08-23,,2
A030,C009,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,2,2027-09-06,,2
A031,C012,Renewal,SEC:BET:S14_H01:WB,SEC:BET:H01_H02:WB,2,2027-10-04,,1
A032,C008,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,2,2027-10-18,,3
A033,C017,Renewal,SEC:BET:S14_H01:WB,SEC:BET:H01_H02:WB,6,2027-09-06,A014,3
A034,C006,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H01_H02:WB,3,2027-11-01,,3
A035,C013,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,3,2027-11-01,,1
A036,C010,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H01_H02:WB,3,2027-10-18,A032,2
A037,C017,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,6,2027-06-28,,1
A038,C001,Construction,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,6,2027-06-28,,1
A039,C013,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H01_H02:WB,6,2027-07-12,,3
A040,C013,Renewal,SEC:BET:S14_H01:EB,SEC:BET:H02_S15:EB,1,2027-10-18,,1
A041,C004,Renewal,SEC:BET:S14_H01:EB,SEC:BET:H01_H02:EB,1,2027-10-25,,1
A042,C012,Renewal,SEC:BET:S14_H01:EB,SEC:BET:H02_S15:EB,1,2027-06-28,,1
A043,C017,Renewal,SEC:BET:S14_H01:WB,SEC:BET:H01_H02:WB,4,2027-10-04,,3
A044,C007,Construction,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,4,2027-10-04,A027,1
A045,C003,Construction,SEC:BET:H01_H02:WB,SEC:BET:H01_H02:WB,6,2027-09-27,A028,3
A046,C001,Construction,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,6,2027-10-18,,2
A047,C017,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,3,2027-09-27,,1
A048,C006,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,3,2027-09-27,,1
A049,C007,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,1,2027-08-16,,3
A050,C011,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H01_H02:WB,2,2027-08-02,,2
A051,C012,Renewal,SEC:BET:S14_H01:WB,SEC:BET:H02_S15:WB,5,2027-05-24,,1
A052,C012,Renewal,SEC:BET:S14_H01:WB,SEC:BET:H01_H02:WB,5,2027-10-18,,2
A053,C009,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H01_H02:WB,5,2027-11-01,A041,1
A054,C009,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,6,2027-08-23,,2
