activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
A001,C001,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H02_S15:EB,4,2027-06-21,,3
A002,C002,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,5,2027-05-24,,3
A003,C003,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,5,2027-05-31,,1
A004,C004,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,5,2027-05-10,,1
A005,C005,Renewal,SEC:BET:S13_S14:EB,SEC:BET:S14_H01:EB,4,2027-02-01,,2
A006,C004,Renewal,SEC:BET:S13_S14:EB,SEC:BET:S13_S14:EB,4,2027-02-01,,3
A007,C006,Renewal,SEC:BET:S12_S13:EB,SEC:BET:S14_H01:EB,4,2027-02-01,,2
A008,C007,Renewal,SEC:ALP:S07_S08:EB,SEC:ALP:S07_S08:EB,4,2027-04-12,,3
A009,C004,Renewal,SEC:ALP:S06_S07:EB,SEC:ALP:S07_S08:EB,4,2027-03-29,A007,2
A010,C008,Renewal,SEC:ALP:S06_S07:EB,SEC:ALP:S07_S08:EB,4,2027-04-12,A007,2
A011,C008,Renewal,SEC:ALP:S01_S02:EB,SEC:ALP:S01_S02:EB,2,2027-02-01,,3
A012,C009,Renewal,SEC:BET:S16_S17:EB,SEC:BET:S17_S18:EB,5,2027-03-29,,3
A013,C010,Renewal,SEC:BET:S11_S12:EB,SEC:BET:S13_S14:EB,3,2027-05-24,,3
A014,C003,Construction,SEC:BET:S11_S12:EB,SEC:BET:S13_S14:EB,3,2027-05-17,,3
A015,C001,Renewal,SEC:BET:S11_S12:WB,SEC:BET:S11_S12:WB,5,2027-02-22,,1
A016,C011,Renewal,SEC:BET:S11_S12:WB,SEC:BET:S11_S12:WB,4,2027-03-15,,2
A017,C012,Construction,SEC:ALP:S02_S03:EB,SEC:ALP:S03_S04:EB,3,2027-04-19,,3
A018,C003,Construction,SEC:ALP:S02_S03:EB,SEC:ALP:S02_S03:EB,3,2027-04-12,A016,3
A019,C008,Renewal,SEC:ALP:S02_S03:EB,SEC:ALP:S03_S04:EB,3,2027-04-05,,2
A020,C013,Renewal,SEC:BET:S12_S13:EB,SEC:BET:S13_S14:EB,1,2027-06-07,,1
A021,C014,Renewal,SEC:BET:S11_S12:EB,SEC:BET:S12_S13:EB,1,2027-05-31,,1
A022,C013,Renewal,SEC:BET:H02_S15:EB,SEC:BET:S16_S17:EB,3,2027-02-22,A011,1
A023,C012,Construction,SEC:BET:S13_S14:EB,SEC:BET:S14_H01:EB,6,2027-06-21,,1
A024,C003,Construction,SEC:BET:S14_H01:EB,SEC:BET:H01_H02:EB,6,2027-06-28,,1
A025,C014,Renewal,SEC:BET:S14_H01:EB,SEC:BET:S14_H01:EB,6,2027-06-21,,1
A026,C012,Construction,SEC:BET:S12_S13:WB,SEC:BET:S13_S14:WB,4,2027-02-01,,1
A027,C005,Renewal,SEC:BET:S12_S13:WB,SEC:BET:S12_S13:WB,4,2027-02-01,,3
A028,C003,Construction,SEC:BET:S11_S12:WB,SEC:BET:S12_S13:WB,4,2027-02-01,,3
A029,C011,Renewal,SEC:BET:S11_S12:WB,SEC:BET:S12_S13:WB,2,2027-03-08,,1
A030,C010,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,2,2027-03-01,,3
A031,C003,Construction,SEC:BET:H02_S15:WB,SEC:BET:H02_S15:WB,2,2027-03-01,A028,3
A032,C003,Construction,SEC:BET:H01_H02:WB,SEC:BET:S15_S16:WB,2,2027-03-22,A028,1
A033,C001,Renewal,SEC:BET:S13_S14:EB,SEC:BET:S14_H01:EB,1,2027-03-22,,2
A034,C012,Construction,SEC:ALP:S03_S04:WB,SEC:ALP:H01_H02:WB,1,2027-05-24,,2
A035,C003,Construction,SEC:ALP:S03_S04:WB,SEC:ALP:H01_H02:WB,1,2027-05-31,,3
A036,C012,Construction,SEC:ALP:S06_S07:EB,SEC:ALP:S07_S08:EB,4,2027-05-03,,2
