activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
A001,C001,Construction,SEC:ALP:H02_S05:EB,SEC:ALP:S06_S07:EB,3,2027-11-29,,2
A002,C002,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,1,2027-09-20,,2
A003,C001,Construction,SEC:ALP:S07_S08:EB,SEC:ALP:S07_S08:EB,4,2027-12-13,,3
A004,C003,Renewal,SEC:ALP:S07_S08:EB,SEC:ALP:S07_S08:EB,4,2027-12-06,A001,1
A005,C004,Renewal,SEC:BET:H02_S15:EB,SEC:BET:S15_S16:EB,5,2027-11-08,A002,1
A006,C003,Renewal,SEC:BET:H02_S15:EB,SEC:BET:S15_S16:EB,5,2027-11-01,A002,3
A007,C004,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,1,2027-08-02,,3
A008,C001,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,1,2027-08-02,,1
A009,C001,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,1,2027-08-02,,3
A010,C002,Renewal,SEC:BET:H02_S15:EB,SEC:BET:S15_S16:EB,4,2027-11-15,A002,2
A011,C005,Renewal,SEC:BET:S14_H01:EB,SEC:BET:H01_H02:EB,3,2027-07-26,,2
A012,C006,Renewal,SEC:BET:S11_S12:EB,SEC:BET:S11_S12:EB,1,2027-06-21,,1
A013,C007,Construction,SEC:BET:S11_S12:EB,SEC:BET:S11_S12:EB,1,2027-06-21,,1
A014,C003,Renewal,SEC:BET:S11_S12:EB,SEC:BET:S11_S12:EB,1,2027-06-21,,2
A015,C008,Renewal,SEC:BET:S14_H01:EB,SEC:BET:S14_H01:EB,2,2028-01-31,A004,2
A016,C008,Renewal,SEC:BET:S14_H01:EB,SEC:BET:S14_H01:EB,2,2028-01-24,,1
A017,C008,Renewal,SEC:BET:S14_H01:EB,SEC:BET:S14_H01:EB,2,2028-02-14,A004,3
A018,C009,Renewal,SEC:BET:S12_S13:EB,SEC:BET:S14_H01:EB,4,2028-01-10,A010,3
A019,C010,Renewal,SEC:ALP:S03_S04:EB,SEC:ALP:H01_H02:EB,1,2027-12-13,A002,2
A020,C011,Renewal,SEC:ALP:S03_S04:EB,SEC:ALP:H01_H02:EB,1,2027-12-13,A002,1
A021,C012,Renewal,SEC:ALP:H02_S05:WB,SEC:ALP:S06_S07:WB,5,2027-10-18,A002,2
A022,C013,Renewal,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,5,2027-11-08,A002,3
A023,C008,Renewal,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,5,2027-10-25,A002,2
A024,C014,Construction,SEC:ALP:S03_S04:EB,SEC:ALP:S04_H01:EB,1,2027-06-21,,2
