activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
A001,C001,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,6,2027-04-19,,2
A002,C002,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,6,2027-09-06,A001,3
A003,C003,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H01_H02:WB,6,2027-07-19,,2
A004,C003,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,4,2027-08-23,,2
A005,C001,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,1,2027-03-29,,1
A006,C004,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,5,2027-05-24,,3
A007,C005,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,5,2027-05-10,,2
A008,C006,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,4,2027-08-09,,3
A009,C006,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,4,2027-08-02,,3
A010,C002,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H02_S05:EB,4,2027-08-23,,1
A011,C007,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,3,2027-07-12,,1
A012,C008,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,5,2027-06-14,,2
A013,C005,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,4,2027-06-07,,1
A014,C002,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,4,2027-06-21,A001,3
A015,C006,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,4,2027-06-14,,3
A016,C005,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,4,2027-06-07,,1
A017,C007,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,3,2027-09-13,,3
A018,C007,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,3,2027-09-13,,1
A019,C006,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,3,2027-09-13,,2
A020,C005,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,4,2027-07-26,,3
A021,C004,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,1,2027-03-29,A005,3
A022,C007,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,1,2027-03-29,,1
A023,C004,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H02_S05:WB,3,2027-05-10,A022,3
A024,C005,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,2,2027-09-27,,1
A025,C009,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,2,2027-10-04,,1
A026,C002,Construction,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,2,2027-09-20,,3
A027,C010,Renewal,SEC:BET:H01_H02:WB,SEC:BET:H02_S15:WB,2,2027-09-13,,2
A028,C011,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,2,2027-03-29,,2
A029,C002,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,2,2027-03-29,,1
A030,C012,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:H01_H02:WB,4,2027-07-26,,3
A031,C010,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,2,2027-06-28,,2
A032,C009,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,2,2027-07-05,,3
A033,C011,Construction,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,2,2027-07-12,,1
A034,C009,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,2,2027-06-28,,2
A035,C013,Renewal,SEC:BET:S14_H01:WB,SEC:BET:H02_S15:WB,4,2027-04-12,,1
A036,C003,Renewal,SEC:ALP:H01_H02:WB,SEC:ALP:H01_H02:WB,1,2027-06-21,,1
A037,C014,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,6,2027-03-29,,2
A038,C010,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,6,2027-04-19,,2
A039,C001,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:H02_S05:WB,4,2027-05-31,,2
A040,C011,Construction,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,2,2027-09-13,,1
A041,C009,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,2,2027-09-13,A010,3
A042,C015,Renewal,SEC:BET:S14_H01:EB,SEC:BET:H01_H02:EB,5,2027-07-05,,1
A043,C016,Construction,SEC:BET:S14_H01:EB,SEC:BET:H01_H02:EB,5,2027-07-19,,2
A044,C002,Construction,SEC:BET:S14_H01:EB,SEC:BET:H01_H02:EB,5,2027-07-19,,3
A045,C014,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,1,2027-07-05,A039,2
A046,C009,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,1,2027-06-28,,2
A047,C015,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,5,2027-03-29,,2
A048,C002,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,5,2027-03-29,,1
A049,C010,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,5,2027-03-29,,1
A050,C009,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,5,2027-03-29,,2
A051,C014,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:H01_H02:WB,6,2027-04-05,,1
A052,C011,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:H01_H02:WB,6,2027-04-26,,3
A053,C012,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:H01_H02:WB,6,2027-04-19,,3
A054,C016,Construction,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,2,2027-04-05,A005,2
A055,C016,Construction,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,2,2027-03-29,,3
A056,C010,Renewal,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,2,2027-03-29,,3
A057,C002,Construction,SEC:BET:H01_H02:EB,SEC:BET:H01_H02:EB,2,2027-04-05,,1
A058,C010,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,3,2027-05-17,,1
A059,C009,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,3,2027-05-24,,1
A060,C007,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,3,2027-05-31,A038,2
