activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
A001,C001,Renewal,SEC:BET:S12_S13:WB,SEC:BET:S12_S13:WB,5,2027-03-08,,1
A002,C001,Renewal,SEC:ALP:S06_S07:WB,SEC:ALP:S06_S07:WB,3,2027-02-08,,3
A003,C002,Renewal,SEC:ALP:H02_S05:WB,SEC:ALP:H02_S05:WB,3,2027-01-18,,1
A004,C003,Construction,SEC:BET:S14_H01:EB,SEC:BET:S14_H01:EB,3,2027-04-12,,1
A005,C004,Renewal,SEC:BET:S14_H01:EB,SEC:BET:S14_H01:EB,3,2027-03-29,,3
A006,C003,Construction,SEC:ALP:S04_H01:WB,SEC:ALP:S04_H01:WB,5,2027-02-22,,2
A007,C005,Renewal,SEC:ALP:S04_H01:WB,SEC:ALP:S04_H01:WB,5,2027-03-01,,3
A008,C006,Construction,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,1,2027-05-03,A005,2
A009,C007,Renewal,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,1,2027-04-26,,2
A010,C007,Renewal,SEC:BET:S13_S14:WB,SEC:BET:S13_S14:WB,5,2027-01-04,,3
A011,C007,Renewal,SEC:BET:S13_S14:WB,SEC:BET:S13_S14:WB,5,2027-01-18,,3
A012,C008,Renewal,SEC:ALP:S06_S07:WB,SEC:ALP:S06_S07:WB,5,2027-04-19,A007,3
A013,C009,Renewal,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,2,2027-01-11,,1
A014,C002,Renewal,SEC:BET:S14_H01:WB,SEC:BET:S14_H01:WB,3,2027-02-15,,2
A015,C001,Renewal,SEC:BET:H02_S15:EB,SEC:BET:H02_S15:EB,2,2027-03-22,,1
A016,C010,Construction,SEC:ALP:H01_H02:WB,SEC:ALP:H01_H02:WB,3,2027-03-01,,1
A017,C006,Construction,SEC:ALP:H01_H02:WB,SEC:ALP:H01_H02:WB,3,2027-02-15,,2
A018,C006,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:S04_H01:EB,3,2027-04-05,,1
