activity_id,contract_number,activity_type,start_location_id,end_location_id,total_accesses,planned_start_date,predecessor_activity_id,activity_priority
A001,C001,Construction,SEC:ALP:S03_S04:WB,SEC:ALP:S04_H01:WB,5,2027-11-01,,3
A002,C002,Renewal,SEC:ALP:S03_S04:WB,SEC:ALP:S04_H01:WB,5,2027-11-01,,1
A003,C003,Construction,SEC:ALP:S03_S04:WB,SEC:ALP:S04_H01:WB,5,2027-10-25,,2
A004,C004,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,4,2027-07-26,,3
A005,C001,Construction,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,4,2027-08-16,,3
A006,C005,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,4,2027-08-02,,2
A007,C006,Renewal,SEC:ALP:S04_H01:EB,SEC:ALP:H01_H02:EB,4,2027-08-09,,1
A008,C007,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,6,2027-09-27,,3
A009,C001,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,6,2027-09-13,,1
A010,C001,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,6,2027-10-04,,3
A011,C006,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,6,2027-09-27,A007,3
A012,C004,Construction,SEC:ALP:S03_S04:EB,SEC:ALP:S04_H01:EB,2,2027-07-19,,2
A013,C001,Construction,SEC:ALP:S03_S04:EB,SEC:ALP:S04_H01:EB,2,2027-08-02,,2
A014,C003,Construction,SEC:ALP:S05_S06:WB,SEC:ALP:S06_S07:WB,6,2027-09-27,A007,2
A015,C008,Renewal,SEC:ALP:S05_S06:WB,SEC:ALP:S06_S07:WB,6,2027-09-20,,2
A016,C003,Construction,SEC:ALP:S05_S06:WB,SEC:ALP:S06_S07:WB,6,2027-10-04,,1
A017,C005,Renewal,SEC:ALP:S05_S06:WB,SEC:ALP:S06_S07:WB,6,2027-09-13,,1
A018,C005,Renewal,SEC:ALP:S02_S03:WB,SEC:ALP:S03_S04:WB,6,2027-09-06,,1
A019,C001,Construction,SEC:ALP:S02_S03:WB,SEC:ALP:S03_S04:WB,6,2027-09-27,,3
A020,C001,Construction,SEC:ALP:S02_S03:WB,SEC:ALP:S03_S04:WB,6,2027-09-20,,2
A021,C005,Renewal,SEC:ALP:S02_S03:WB,SEC:ALP:S03_S04:WB,6,2027-09-27,,3
A022,C001,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,5,2027-07-19,,3
A023,C008,Renewal,SEC:ALP:H01_H02:EB,SEC:ALP:H02_S05:EB,5,2027-07-19,,2
A024,C009,Renewal,SEC:ALP:S01_S02:EB,SEC:ALP:S02_S03:EB,1,2027-09-20,,1
A025,C010,Renewal,SEC:BET:S16_S17:EB,SEC:BET:S17_S18:EB,1,2027-12-20,A003,1
A026,C011,Renewal,SEC:BET:S12_S13:EB,SEC:BET:S13_S14:EB,5,2027-11-22,A003,2
A027,C003,Construction,SEC:ALP:S02_S03:EB,SEC:ALP:S03_S04:EB,4,2027-11-01,,1
A028,C010,Renewal,SEC:ALP:S02_S03:WB,SEC:ALP:S02_S03:WB,5,2027-10-18,,3
A029,C010,Renewal,SEC:ALP:S03_S04:WB,SEC:ALP:S03_S04:WB,3,2027-12-27,,1
A030,C007,Construction,SEC:ALP:S01_S02:WB,SEC:ALP:S01_S02:WB,3,2027-11-29,A028,1
A031,C004,Construction,SEC:ALP:H01_H02:EB,SEC:ALP:H01_H02:EB,4,2027-11-22,A017,2
